,Token_Score_Aged,Age,Date,Site,Author,Title,Post Text,Link,Tokens,Token_Map
213,0.3265263791373179,0.6825440812700649,2022-05-03,wwos.nine.com.au,wwos,Swans lock in young gun on long-term deal,<p>Justin McInerney says he never looked anywhere else after re-committing to Sydney on a new four-year extension.</p>,https://wwos.nine.com.au/afl/justin-mcinerney-signs-four-year-extension-sydney-swans/c72992c5-c9a7-4285-bbb9-4a2150a7db83,"['justin', 'mcinerney', 'looked', 'recommitting', 'sydney', 'fouryear', 'extensionswans', 'lock', 'young', 'gun', 'longterm', 'deal']","[0.4736938599518636, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.4736938599518636, 0.4736938599518636, 0.35372482640538616, 0.4736938599518636, 0.6546687955199224, 0.4736938599518636, 0.35372482640538616, 0.9489901389830325]"
498,0.3258349535429693,0.6829344828601056,2022-05-03,blog.beta.nostragamus.in,trupti menon,Suggestion Letters Inventory Illustrations,"CPS has been called, the situation has been mitigated, we are watching him, however by the time we turned conscious of this, a lot of the damage had been done. As a freshman, he sat in my class with a flat affect and refused to answer questions or do homework. I assumed&#8212;we all assumed?he was &#8230; <a class=""more-link"" href=""https://blog.beta.nostragamus.in/uncategorized/suggestion-letters-inventory-illustrations/"">Continue reading<span class=""screen-reader-text""> ""Suggestion Letters Inventory Illustrations""</span></a>",https://blog.beta.nostragamus.in/uncategorized/suggestion-letters-inventory-illustrations/,"['cps', 'called', 'situation', 'mitigated', 'watching', 'time', 'turned', 'conscious', 'lot', 'damage', 'freshman', 'sat', 'class', 'flat', 'affect', 'refused', 'answer', 'questions', 'homework', 'assumed', 'assumedhe', 'suggestion', 'letters', 'inventory', 'illustrationssuggestion', 'letters', 'inventory', 'illustrations']","[0.35372482640538616, 0.6546687955199224, 0.4736938599518636, 0.35372482640538616, 0.35372482640538616, 0.9999801747780325, 0.5961167253116648, 0.35372482640538616, 0.8453157718998657, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.6546687955199224, 0.35372482640538616, 0.35372482640538616, 0.4736938599518636, 0.6546687955199224, 0.8056287650697762, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.4736938599518636, 0.4736938599518636, 0.35372482640538616, 0.4736938599518636, 0.4736938599518636, 0.35372482640538616]"
175,0.3238174070972251,0.6830562355268727,2022-05-03,n.rivals.com,"Adam  Friedman, National Recruiting Analyst",Commitment breakdown: UNC lands three-star OL Nolan McConnell,Commitment breakdown: UNC lands three-star OL Nolan McConnell,https://n.rivals.com/news/commitment-breakdown-unc-lands-three-star-ol-nolan-mcconnell,"['commitment', 'breakdown', 'unc', 'lands', 'threestar', 'nolan', 'mcconnellcommitment', 'breakdown', 'unc', 'lands', 'threestar', 'nolan', 'mcconnell']","[0.4736938599518636, 0.4736938599518636, 0.4736938599518636, 0.5961167253116648, 0.4736938599518636, 0.4736938599518636, 0.35372482640538616, 0.4736938599518636, 0.4736938599518636, 0.5961167253116648, 0.4736938599518636, 0.4736938599518636, 0.35372482640538616]"
202,0.3229345319953975,0.6826397789453811,2022-05-03,wwos.nine.com.au,wwos,Kyrgios linked to Osaka's Wimbledon bombshell,<p>Naomi Osaka revealed she would be playing mixed doubles at Wimbledon but refused to say who she&#x27;d be paring up with.</p>,https://wwos.nine.com.au/tennis/wimbledon-2022-naomi-osaka-nick-kyrgios-mixed-doubles-news/11afaf9b-f961-46b9-a963-c51d90480b73,"['naomi', 'osaka', 'revealed', 'playing', 'mixed', 'doubles', 'wimbledon', 'refused', 'paring', 'withkyrgios', 'linked', 'osakas', 'wimbledon', 'bombshell']","[0.35372482640538616, 0.35372482640538616, 0.8453157718998657, 0.9306289968641346, 0.35372482640538616, 0.35372482640538616, 0.4736938599518636, 0.4736938599518636, 0.35372482640538616, 0.35372482640538616, 0.5961167253116648, 0.35372482640538616, 0.4736938599518636, 0.35372482640538616]"
203,0.32132718710840263,0.6826565022174517,2022-05-03,wwos.nine.com.au,wwos,AFL breaks silence on explosive umpire report,<p>The AFL has responded to a report which detailed the horrific verbal and physical abuse levelled at female umpires.</p>,https://wwos.nine.com.au/afl/afl-responds-to-criticism-over-response-to-explosive-report-on-female-umpires-abuse-harassment/31492e0b-8c2e-4020-8c5b-01a094678d64,"['afl', 'responded', 'report', 'detailed', 'horrific', 'verbal', 'physical', 'abuse', 'levelled', 'female', 'umpiresafl', 'breaks', 'silence', 'explosive', 'umpire', 'report']","[0.6546687955199224, 0.5353240898823204, 0.6546687955199224, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.5353240898823204, 0.5353240898823204, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.5961167253116648, 0.35372482640538616, 0.35372482640538616, 0.5353240898823204, 0.6546687955199224]"
198,0.31270295767270334,0.682782443748534,2022-05-03,wwos.nine.com.au,wwos,Broncos boss shuts down Walters speculation,<p>Brisbane Broncos CEO Dave Donaghy has responded to several burning questions at the club.</p>,https://wwos.nine.com.au/nrl/brisbane-broncos-dave-donaghy-on-kevin-walters-future-payne-haas-contract/b60bb1ac-7c3d-4898-849b-a48851ec7b2b,"['brisbane', 'broncos', 'ceo', 'dave', 'donaghy', 'responded', 'burning', 'questions', 'clubbroncos', 'boss', 'shuts', 'walters', 'speculation']","[0.4736938599518636, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.5353240898823204, 0.35372482640538616, 0.8056287650697762, 0.35372482640538616, 0.6546687955199224, 0.35372482640538616, 0.35372482640538616, 0.6546687955199224]"
1510,0.3088767533958115,0.6828024048607623,2022-05-03,www.boxingnewsonline.net,Miles Templeton,Remembering Robert Cohen,Miles Templeton pays tribute to Robert Cohen the recently departed former bantamweight king,https://www.boxingnewsonline.net/remembering-robert-cohen/,"['miles', 'templeton', 'pays', 'tribute', 'robert', 'cohen', 'departed', 'bantamweight', 'kingremembering', 'robert', 'cohen']","[0.35372482640538616, 0.35372482640538616, 0.4736938599518636, 0.35372482640538616, 0.5353240898823204, 0.6546687955199224, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.5353240898823204, 0.6546687955199224]"
195,0.30614408818495664,0.6827297482795045,2022-05-03,wwos.nine.com.au,wwos,Bennett reignites Bellamy feud with one answer,<p>Wayne Bennett has taken a sly dig at Melbourne Storm while defending his struggling recruitment at the Dolphins.</p>,https://wwos.nine.com.au/nrl/news-2022-cameron-munster-contract-wayne-bennett-craig-bellamy-dolphins-vs-melbourne-storm/3bbcfe1a-3cbe-419a-b21c-aa968a999e17,"['wayne', 'bennett', 'sly', 'dig', 'melbourne', 'storm', 'defending', 'struggling', 'recruitment', 'dolphinsbennett', 'reignites', 'bellamy', 'feud', 'answer']","[0.4736938599518636, 0.35372482640538616, 0.35372482640538616, 0.5353240898823204, 0.5353240898823204, 0.4736938599518636, 0.4736938599518636, 0.35372482640538616, 0.5353240898823204, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.4736938599518636, 0.6546687955199224]"
497,0.30596134004899955,0.6829365397227405,2022-05-03,blog.beta.nostragamus.in,trupti menon,Affordable Phd Application Assertion Of Function Providers,"We examine your case intimately before penning down and this assures that you get fully customized documents. Are you continue to questioning in regards to the questions like ?What all particulars should I provide? And do you aspire to draft and submit a high-quality and sturdy SOP that displays your personality in the absolute best &#8230; <a class=""more-link"" href=""https://blog.beta.nostragamus.in/uncategorized/affordable-phd-application-assertion-of-function-providers/"">Continue reading<span class=""screen-reader-text""> ""Affordable Phd Application Assertion Of Function Providers""</span></a>",https://blog.beta.nostragamus.in/uncategorized/affordable-phd-application-assertion-of-function-providers/,"['examine', 'case', 'intimately', 'penning', 'assures', 'fully', 'customized', 'documents', 'questioning', 'questions', 'particulars', 'provide', 'aspire', 'draft', 'submit', 'highquality', 'sturdy', 'sop', 'displays', 'personality', 'absolute', 'affordable', 'phd', 'application', 'assertion', 'function', 'providersaffordable', 'phd', 'application', 'assertion', 'function', 'providers']","[0.35372482640538616, 0.7097327804900376, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.4736938599518636, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.8056287650697762, 0.4736938599518636, 0.4736938599518636, 0.35372482640538616, 1.0, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.4736938599518636, 0.4736938599518636, 0.5353240898823204, 0.4736938599518636, 0.35372482640538616, 0.4736938599518636, 0.4736938599518636, 0.5353240898823204, 0.4736938599518636, 0.4736938599518636]"
74,0.30338809244952303,0.6832309232239757,2022-05-03,www.sportskeeda.com,Karishma Rao,Parents choice wipes recall 2022 explained amid heavy metals and arsenic fears,,https://www.sportskeeda.com/pop-culture/parents-choice-wipes-recall-2022-explained-amid-heavy-metals-arsenic-fears?utm_source=feed&utm_medium=referral&utm_campaign=sportskeeda,"['parents', 'choice', 'wipes', 'recall', 'explained', 'amid', 'heavy', 'metals', 'arsenic', 'fears']","[0.35372482640538616, 0.4736938599518636, 0.35372482640538616, 0.4736938599518636, 0.5961167253116648, 0.6546687955199224, 0.35372482640538616, 0.35372482640538616, 0.35372482640538616, 0.4736938599518636]"
310,0.613488008692732,0.6823438910909029,2022-05-02,,Sportsnet Staff,Canucks coach Bruce Boudreau (May 2),"<p>The post <a href=""https://www.sportsnet.ca/feed/"" rel=""nofollow"">What Sheldon Keefe and the Leafs expect going into Game 2</a> appeared first on <a href=""https://www.sportsnet.ca"" rel=""nofollow"">Sportsnet.ca</a>.</p>",,"['sheldon', 'keefe', 'leafs', 'expect', 'game', '2', 'sportsnetcacanucks', 'coach', 'bruce', 'boudreau', '2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.33216032528582157, 0.9999985125490535, 0.7392702137980323, 0.818551915048048, 1.0]"
318,0.5899448465114702,0.6823392109342306,2022-05-02,,Sportsnet Staff,Jets GM Kevin Cheveldayoff (May 2),"<p>The post <a href=""https://www.sportsnet.ca/feed/"" rel=""nofollow"">What Sheldon Keefe and the Leafs expect going into Game 2</a> appeared first on <a href=""https://www.sportsnet.ca"" rel=""nofollow"">Sportsnet.ca</a>.</p>",,"['sheldon', 'keefe', 'leafs', 'expect', 'game', '2', 'sportsnetcajets', 'gm', 'kevin', 'cheveldayoff', '2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5412449984759775, 0.33216032528582157, 0.818551915048048, 0.818551915048048, 1.0]"
324,0.5879771350193762,0.6822613626536789,2022-05-02,,Thomas Ketko,Nurse Reflects on the Raptors’ Year,"<p>The post <a href=""https://www.sportsnet.ca/feed/"" rel=""nofollow"">What Sheldon Keefe and the Leafs expect going into Game 2</a> appeared first on <a href=""https://www.sportsnet.ca"" rel=""nofollow"">Sportsnet.ca</a>.</p>",,"['sheldon', 'keefe', 'leafs', 'expect', 'game', '2', 'sportsnetcanurse', 'reflects', 'raptors', 'year']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.33216032528582157, 0.5412449984759775, 0.9261056796649616, 0.818551915048048]"
470,0.5808331661190483,0.6823657961536338,2022-05-02,purpleptsd.com,K. Joudry,Notes from the North: Post 2022 Draft Breakdown,"<p>Click to read the full story <a href=""https://purpleptsd.com/notes-from-the-north-post-2022-draft-breakdown/"" rel=""nofollow"">Notes from the North: Post 2022 Draft Breakdown</a></p>
<p>As you may have heard, the Minnesota Vikings took part in the NFL Draft over the weekend. There were ten</p>
<p>Read the full story <a href=""https://purpleptsd.com/notes-from-the-north-post-2022-draft-breakdown/"" rel=""nofollow"">Notes from the North: Post 2022 Draft Breakdown</a> and check out <a href=""https://purpleptsd.com"" rel=""nofollow"">purplePTSD - Local Minnesota Vikings News</a> each day for all you Minnesota Vikings news/analysis!</p>",https://purpleptsd.com/notes-from-the-north-post-2022-draft-breakdown/,"['click', 'story', 'notes', 'north', 'draft', 'breakdown', 'heard', 'minnesota', 'vikings', 'nfl', 'draft', 'weekend', 'story', 'notes', 'north', 'draft', 'breakdown', 'check', 'purpleptsd', 'local', 'minnesota', 'vikings', 'news', 'day', 'minnesota', 'vikings', 'newsanalysisnotes', 'north', 'draft', 'breakdown']","[0.818551915048048, 0.9878917308474899, 0.5412449984759775, 0.9261056796649616, 0.9999946810049797, 0.6451778854315348, 0.33216032528582157, 0.9973743713403849, 0.9999946810049797, 0.9764229308428902, 0.9999946810049797, 0.8807259415437555, 0.9878917308474899, 0.5412449984759775, 0.9261056796649616, 0.9999946810049797, 0.6451778854315348, 0.818551915048048, 0.818551915048048, 0.818551915048048, 0.9973743713403849, 0.9999946810049797, 0.9998393499967494, 0.9764229308428902, 0.9973743713403849, 0.9999946810049797, 0.33216032528582157, 0.9261056796649616, 0.9999946810049797, 0.6451778854315348]"
732,0.5762205633363041,0.6820852736410499,2022-05-02,prosportsoutlook.com,Kystyn Lundy,AZ Cardinals Updated Outlook: Hopkins Suspended,"<p>The Arizona Cardinals' updated Team Outlook after 5x Pro Bowl WR DeAndre Hopkins has been suspended for the 1st six games of the 2022 season </p>
<p>The post <a href=""https://prosportsoutlook.com/az-cardinals-updated-outlook-hopkins-suspended/"" rel=""nofollow"">AZ Cardinals Updated Outlook: Hopkins Suspended</a> appeared first on <a href=""https://prosportsoutlook.com"" rel=""nofollow"">Pro Sports Outlook</a>.</p>",https://prosportsoutlook.com/az-cardinals-updated-outlook-hopkins-suspended/,"['arizona', 'cardinals', 'updated', 'team', 'outlook', '5x', 'pro', 'bowl', 'wr', 'deandre', 'hopkins', 'suspended', '1st', 'games', 'season', 'cardinals', 'updated', 'outlook', 'hopkins', 'suspended', 'pro', 'outlookaz', 'cardinals', 'updated', 'outlook', 'hopkins', 'suspended']","[0.818551915048048, 0.9569326971928843, 0.9999946810049797, 0.9999999991080927, 0.9998393499967494, 0.33216032528582157, 0.9973743713403849, 0.33216032528582157, 0.5412449984759775, 0.818551915048048, 0.9261056796649616, 0.9261056796649616, 0.33216032528582157, 0.8807259415437555, 0.9999999999955312, 0.9569326971928843, 0.9999946810049797, 0.9998393499967494, 0.9261056796649616, 0.9261056796649616, 0.9973743713403849, 0.33216032528582157, 0.9569326971928843, 0.9999946810049797, 0.9998393499967494, 0.9261056796649616, 0.9261056796649616]"
328,0.571643708938609,0.6822585173534529,2022-05-02,,Sportsnet Video,Nick Nurse reflects back on Raptors playoff loss to Sixers and season in general,"<p>Toronto Raptors head coach Nick Nurse gives his takeaways from a tough first round playoff series loss to the 76ers, and looks back on an overall season of success and growth for his young group.</p>
<p>The post <a href=""https://www.sportsnet.ca/feed/"" rel=""nofollow"">What Sheldon Keefe and the Leafs expect going into Game 2</a> appeared first on <a href=""https://www.sportsnet.ca"" rel=""nofollow"">Sportsnet.ca</a>.</p>",,"['toronto', 'raptors', 'head', 'coach', 'nick', 'nurse', 'takeaways', 'tough', 'round', 'playoff', 'series', 'loss', '76ers', 'season', 'success', 'growth', 'young', 'group', 'sheldon', 'keefe', 'leafs', 'expect', 'game', '2', 'sportsnetcanick', 'nurse', 'reflects', 'raptors', 'playoff', 'loss', 'sixers', 'season', 'general']","[0.818551915048048, 0.9261056796649616, 0.9999822537126393, 0.9999985125490535, 0.818551915048048, 0.9764229308428902, 0.5412449984759775, 0.5412449984759775, 0.9569326971928843, 0.9569326971928843, 0.9999946810049797, 0.8807259415437555, 0.818551915048048, 0.9999999999955312, 0.6451778854315348, 0.33216032528582157, 0.818551915048048, 0.6451778854315348, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.33216032528582157, 0.9764229308428902, 0.5412449984759775, 0.9261056796649616, 0.9569326971928843, 0.8807259415437555, 0.5412449984759775, 0.9999999999955312, 0.818551915048048]"
298,0.5703228663990233,0.6821616639190854,2022-05-02,,Josh Beneteau,NHL Playoff Previews (West),"<p>The post <a href=""https://www.sportsnet.ca/feed/"" rel=""nofollow"">What Sheldon Keefe and the Leafs expect going into Game 2</a> appeared first on <a href=""https://www.sportsnet.ca"" rel=""nofollow"">Sportsnet.ca</a>.</p>",,"['sheldon', 'keefe', 'leafs', 'expect', 'game', '2', 'sportsnetcanhl', 'playoff', 'previews', 'west']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.33216032528582157, 0.9569326971928843, 0.33216032528582157, 0.7392702137980323]"
325,0.5629982882748824,0.6822577501890135,2022-05-02,,Sportsnet Video,‘I’m focused on coaching this team’ Nurse addresses Lakers’ rumours,"<p>Raptors head coach Nick Nurse says he doesn&#8217;t even know where these type of rumours comes from, and that he&#8217;s focused on coaching this team right now on a day to day basis, and not looking too far into the future.</p>
<p>The post <a href=""https://www.sportsnet.ca/feed/"" rel=""nofollow"">What Sheldon Keefe and the Leafs expect going into Game 2</a> appeared first on <a href=""https://www.sportsnet.ca"" rel=""nofollow"">Sportsnet.ca</a>.</p>",,"['raptors', 'head', 'coach', 'nick', 'nurse', 'type', 'rumours', 'focused', 'coaching', 'team', 'day', 'day', 'basis', 'future', 'sheldon', 'keefe', 'leafs', 'expect', 'game', '2', 'sportsnetcaim', 'focused', 'coaching', 'team', 'nurse', 'addresses', 'lakers', 'rumours']","[0.9261056796649616, 0.9999822537126393, 0.9999985125490535, 0.818551915048048, 0.9764229308428902, 0.33216032528582157, 0.6451778854315348, 0.5412449984759775, 0.9878917308474899, 0.9999999991080927, 0.9764229308428902, 0.9764229308428902, 0.5412449984759775, 0.818551915048048, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.33216032528582157, 0.5412449984759775, 0.9878917308474899, 0.9999999991080927, 0.9764229308428902, 0.5412449984759775, 0.5412449984759775, 0.6451778854315348]"
474,0.5581853354631255,0.6821006785968236,2022-05-02,purpleptsd.com,K. Joudry,Many of The Draft Grades Aren’t Particularly Kind to The Vikings,"<p>Click to read the full story <a href=""https://purpleptsd.com/many-of-the-draft-grades-arent-particularly-kind-to-the-vikings/"" rel=""nofollow"">Many of The Draft Grades Aren&#8217;t Particularly Kind to The Vikings</a></p>
<p>Draft grades, as we all know, ought to be taken with a grain of salt. It takes several years before</p>
<p>Read the full story <a href=""https://purpleptsd.com/many-of-the-draft-grades-arent-particularly-kind-to-the-vikings/"" rel=""nofollow"">Many of The Draft Grades Aren&#8217;t Particularly Kind to The Vikings</a> and check out <a href=""https://purpleptsd.com"" rel=""nofollow"">purplePTSD - Local Minnesota Vikings News</a> each day for all you Minnesota Vikings news/analysis!</p>",https://purpleptsd.com/many-of-the-draft-grades-arent-particularly-kind-to-the-vikings/,"['click', 'story', 'draft', 'grades', 'kind', 'vikings', 'draft', 'grades', 'grain', 'salt', 'takes', 'years', 'story', 'draft', 'grades', 'kind', 'vikings', 'check', 'purpleptsd', 'local', 'minnesota', 'vikings', 'news', 'day', 'minnesota', 'vikings', 'newsanalysismany', 'draft', 'grades', 'kind', 'vikings']","[0.818551915048048, 0.9878917308474899, 0.9999946810049797, 0.7392702137980323, 0.6451778854315348, 0.9999946810049797, 0.9999946810049797, 0.7392702137980323, 0.33216032528582157, 0.33216032528582157, 0.33216032528582157, 0.9261056796649616, 0.9878917308474899, 0.9999946810049797, 0.7392702137980323, 0.6451778854315348, 0.9999946810049797, 0.818551915048048, 0.818551915048048, 0.818551915048048, 0.9973743713403849, 0.9999946810049797, 0.9998393499967494, 0.9764229308428902, 0.9973743713403849, 0.9999946810049797, 0.33216032528582157, 0.9999946810049797, 0.7392702137980323, 0.6451778854315348, 0.9999946810049797]"
1295,0.5569166938424553,0.6820281871072098,2022-05-02,news.22bet.com,22bet_author,Genoa vs Juventus Prediction: Serie A Match on 06.05.2022,"<p>It hasn’t been a vintage season for Juventus, but they still look to end the season in a Champions League...</p>
<p>The post <a href=""https://news.22bet.com/news/genoa-vs-juventus-prediction-06-05-2022/"" rel=""nofollow"">Genoa vs Juventus Prediction: Serie A Match on 06.05.2022</a> appeared first on <a href=""https://news.22bet.com"" rel=""nofollow"">22bet</a>.</p>",https://news.22bet.com/news/genoa-vs-juventus-prediction-06-05-2022/,"['vintage', 'season', 'juventus', 'season', 'champions', 'league', 'genoa', 'juventus', 'prediction', 'serie', 'match', '06052022', '22betgenoa', 'juventus', 'prediction', 'serie', 'match', '06052022']","[0.33216032528582157, 0.9999999999955312, 0.6451778854315348, 0.9999999999955312, 0.9999822537126393, 1.0, 0.33216032528582157, 0.6451778854315348, 0.9999999785931918, 0.9261056796649616, 0.9999999999993363, 0.9569326971928843, 0.33216032528582157, 0.6451778854315348, 0.9999999785931918, 0.9261056796649616, 0.9999999999993363, 0.9569326971928843]"
1296,0.5526855950670999,0.6820178902906592,2022-05-02,news.22bet.com,22bet_author,Roma vs Leicester City Prediction: Conference League Match on 05.05.2022,"<p>The biggest fixture at the semi-final stage of the Europa Conference League will see Leicester City look to edge past...</p>
<p>The post <a href=""https://news.22bet.com/news/roma-vs-leicester-city-prediction-05-05-22/"" rel=""nofollow"">Roma vs Leicester City Prediction: Conference League Match on 05.05.2022</a> appeared first on <a href=""https://news.22bet.com"" rel=""nofollow"">22bet</a>.</p>",https://news.22bet.com/news/roma-vs-leicester-city-prediction-05-05-22/,"['biggest', 'fixture', 'semifinal', 'stage', 'europa', 'conference', 'league', 'leicester', 'city', 'edge', 'roma', 'leicester', 'city', 'prediction', 'conference', 'league', 'match', '05052022', '22betroma', 'leicester', 'city', 'prediction', 'conference', 'league', 'match', '05052022']","[0.5412449984759775, 0.5412449984759775, 0.818551915048048, 0.5412449984759775, 0.818551915048048, 0.9941728004340376, 1.0, 0.6451778854315348, 0.9764229308428902, 0.818551915048048, 0.33216032528582157, 0.6451778854315348, 0.9764229308428902, 0.9999999785931918, 0.9941728004340376, 1.0, 0.9999999999993363, 0.7392702137980323, 0.33216032528582157, 0.6451778854315348, 0.9764229308428902, 0.9999999785931918, 0.9941728004340376, 1.0, 0.9999999999993363, 0.7392702137980323]"
294,0.5519847619049737,0.6822163318504566,2022-05-02,,Ben Nicholson-Smith,What’s sustainable (and what’s not) about the Blue Jays’ early success?,"<p>Now that the first month of the season is behind us, what do you make of the Toronto Blue Jays?</p>
<p>The post <a href=""https://www.sportsnet.ca/feed/"" rel=""nofollow"">What Sheldon Keefe and the Leafs expect going into Game 2</a> appeared first on <a href=""https://www.sportsnet.ca"" rel=""nofollow"">Sportsnet.ca</a>.</p>",,"['month', 'season', 'toronto', 'blue', 'jays', 'sheldon', 'keefe', 'leafs', 'expect', 'game', '2', 'sportsnetcawhats', 'sustainable', 'blue', 'jays', 'early', 'success']","[0.818551915048048, 0.9999999999955312, 0.818551915048048, 0.818551915048048, 0.6451778854315348, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.33216032528582157, 0.33216032528582157, 0.818551915048048, 0.6451778854315348, 0.8807259415437555, 0.6451778854315348]"
311,0.5493123557469983,0.6823384341424766,2022-05-02,,Sportsnet Video,"Boudreau wants to keep coaching Canucks, and thinks management wants him back","<p>Canucks head coach Bruce Boudreau addresses his future, says I told management that I want to keep coaching here, and I think they want me back, so I think things will work out.</p>
<p>The post <a href=""https://www.sportsnet.ca/feed/"" rel=""nofollow"">What Sheldon Keefe and the Leafs expect going into Game 2</a> appeared first on <a href=""https://www.sportsnet.ca"" rel=""nofollow"">Sportsnet.ca</a>.</p>",,"['canucks', 'head', 'coach', 'bruce', 'boudreau', 'addresses', 'future', 'told', 'management', 'coaching', 'things', 'work', 'sheldon', 'keefe', 'leafs', 'expect', 'game', '2', 'sportsnetcaboudreau', 'coaching', 'canucks', 'thinks', 'management']","[0.818551915048048, 0.9999822537126393, 0.9999985125490535, 0.7392702137980323, 0.818551915048048, 0.5412449984759775, 0.818551915048048, 0.5412449984759775, 0.6451778854315348, 0.9878917308474899, 0.5412449984759775, 0.7392702137980323, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5412449984759775, 0.9878917308474899, 0.818551915048048, 0.33216032528582157, 0.6451778854315348]"
285,0.5440558811926954,0.6822225471753597,2022-05-02,,Shayna Goldman,Key factors in each Stanley Cup Playoffs Round 1 series,"<p>What do the underlying numbers tell us about each of the eight first round series? Shayna Goldman breaks down some of the key factors as the Stanley Cup Playoffs begin.</p>
<p>The post <a href=""https://www.sportsnet.ca/feed/"" rel=""nofollow"">What Sheldon Keefe and the Leafs expect going into Game 2</a> appeared first on <a href=""https://www.sportsnet.ca"" rel=""nofollow"">Sportsnet.ca</a>.</p>",,"['underlying', 'numbers', 'round', 'series', 'shayna', 'goldman', 'breaks', 'key', 'factors', 'stanley', 'cup', 'playoffs', 'sheldon', 'keefe', 'leafs', 'expect', 'game', '2', 'sportsnetcakey', 'factors', 'stanley', 'cup', 'playoffs', 'round', '1', 'series']","[0.33216032528582157, 0.33216032528582157, 0.9569326971928843, 0.9999946810049797, 0.33216032528582157, 0.33216032528582157, 0.5412449984759775, 0.5412449984759775, 0.5412449984759775, 0.9973743713403849, 0.9999999954739897, 0.9999999954739897, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.33216032528582157, 0.5412449984759775, 0.9973743713403849, 0.9999999954739897, 0.9999999954739897, 0.9569326971928843, 0.9999822537126393, 0.9999946810049797]"
1299,0.5427679656044676,0.6819478002023609,2022-05-02,news.22bet.com,22bet_author,Villarreal v Liverpool Prediction: Champions League Match on 03.05.2022,"<p>Tuesday brings the first of a midweek doubleheader from the UEFA Champions League as Villarreal host Liverpool in Spain. The...</p>
<p>The post <a href=""https://news.22bet.com/news/villarreal-v-liverpool-prediction-03-05-22/"" rel=""nofollow"">Villarreal v Liverpool Prediction: Champions League Match on 03.05.2022</a> appeared first on <a href=""https://news.22bet.com"" rel=""nofollow"">22bet</a>.</p>",https://news.22bet.com/news/villarreal-v-liverpool-prediction-03-05-22/,"['brings', 'midweek', 'doubleheader', 'uefa', 'champions', 'league', 'villarreal', 'host', 'liverpool', 'spain', 'villarreal', 'liverpool', 'prediction', 'champions', 'league', 'match', '03052022', '22betvillarreal', 'liverpool', 'prediction', 'champions', 'league', 'match', '03052022']","[0.5412449984759775, 0.5412449984759775, 0.33216032528582157, 0.9569326971928843, 0.9999822537126393, 1.0, 0.7392702137980323, 0.5412449984759775, 0.9878917308474899, 0.33216032528582157, 0.7392702137980323, 0.9878917308474899, 0.9999999785931918, 0.9999822537126393, 1.0, 0.9999999999993363, 0.5412449984759775, 0.33216032528582157, 0.9878917308474899, 0.9999999785931918, 0.9999822537126393, 1.0, 0.9999999999993363, 0.5412449984759775]"
